Auteur;P1;Ecole_pays_1;P_Dates;Id
CLERISSY;18e siècle;FRANCE, MOUSTIERS;18;10975
CLODION;Nancy, 1738, paris, 1814;;1738-1814;24625
COCHIN CHARLES NICOLAS PERE;;;;26179
COCTEAU JEAN;maisons-laffite, 1889, milly-la-forêt, 1963, jolly : femme;FRANCE;1889-1963;10159
COIGNIER;;FRANCE,NEVERS;;1446
COLLIN;successeur de alcoque;;;12553
COMITE BOURGOGNE;Comité de promotion de la bourgogne et organisateur des fêtes de la vigne de 1946 à 1979, le comité se nommait à l'origine 'comité des manifestations de bourgogne';;1946-1979;579
COMMELIN MICHEL GABRIEL;actif à la manufacture royale de sèvres entre 1768 et 1802, peintre de fleurs, d'oiseaux et de motifs, weydinger (membre de la famille) : doreur, manufacture royale de sèvres : fonctionne à partir de 1756 à sèvres;;1768-1802-1756;28380
COMMUNIS;;;;14507
COMPAGNIE DES ARTS FRANCAIS;;;;10654
COMPAGNIE DES GRES FRANCAIS;;;;20123
COMPAGNIE DES INDES;;CHINE;;11089
COMPAGNIE DES INDES ORIENTALES FRANCAISES;;;;3824
COMPAGNIE GENERALE DE LA CERAMIQUE DU BATIMENT;;;;23290
COMPAGNIE GENERALE TRANSATLANTIQUE;;;;18979
COMPAGNIE HOLLANDAISE DES INDES ORIENTALES;Compagnie faisant le commerce de l'extrème orient, ayant créé ou fait créer divers types d'objets, fruit de son activité;CHINE;;11239
CONRADE;;;;1465
CONRADE ANTOINE;?, 1604, ?, 1648, nationalité : française;FRANCE, NEVERS;1604-1648;10748
CONRADE AUGUSTIN;nevers, 1585, ?, 1611;;1585-1611;901
CONRADE LES;;ITALIE;;24631
CONRADE MELCHIOR;;;;1648
CONSTANTIN ABRAHAM;genève, 1785, genève, 1855#zwinger : actif de 1811 à 1825;;1785-1855-1811-1825;31087
COPELAND J;;;;8463
COPELAND V;;;;6239
COQ GROUPE DU;;;;31088
COQUEREL;La manufacture fonctionne de 1797 à 1895;FRANCE,CREIL;1797-1895;18263
CORADO AGOSTINO;;;;24631
CORADO BATTISTA;;;;24631
CORADO DOMENICO;;;;24631
CORDONNIER ALPHONSE AMEDEE;La madeleine (nord), 1848, paris, 1930;;1848-1930;13610
CORNAILLES ANTOINE TOUSSAINT;actif à la manufacture royale de sèvres entre 1755 et 1800, peintre de fleurs et doreur, weydinger (membre de la famille) : doreur, manufacture royale de sèvres : fonctionne à partir de 1756 à sèvres;;1755-1800-1756;28393
CORNU LOUIS;;;;11976
COROPLATHE DES VICTOIRES;;;;31094
COTTAVOZ ANDRE;Saint-marcellin (38), 1922;FRANCE;38-1922;10157
COULON JEAN;;;;4084
COUNY;;;;11010
COURAILLON FREDERIC;?, 1972, ?, ?, nationalité : française;;1972;31095
COURBET GUSTAVE;fécamp, 1840, salins-les-bains, 1893, courbet : ornans, 1819, la-tour-de-peilz, 1877;FRANCE;1840-1893-1819-1877;25306
COURT JEAN;orléans, 1518 vers, strasbourg, 1583;FRANCE;1518-1583;31096
COURTILLET JEAN;;FRANCE, ROUEN;;11984
COURTOIS FELIX;;;;2245
COX;;;;26258
COYPEL CHARLES ANTOINE;paris (ville), 1694, paris (ville), 1752;ESPAGNE;1694-1752;1887
CREPIN AINE;;;;14329
CRESTON RENE YVES;Saint-nazaire, 1898, etables, 1964;FRANCE,QUIMPER;1898-1964;5144
CUPISNIQUE;;;;31115
CUSTINE COMTE DE;;;;12155
CYFFLE PAUL LOUIS;bruges, 1724, ixelles, 1806, nationalité : belge;;1724-1806;31101
DAGOTY;;FRANCE,PARIS;;18274
DAGOTY PIERRE LOUIS;?, 1771, ?, 1840;FRANCE,PARIS;1771-1840;18272
DALI LOUIS;bretagne, 1905, ?, 2001;;1905-2001;8077
DALOU AIME JULES;;;;4086
DALOU JULES;A travaillé à la manufacture de sèvres de 1888 à 1905;FRANCE,SEVRES;1888-1905;11045
DALPAYRAT ADRIEN;Limoges, 1844;FRANCE;1844;9265
DALPAYRAT PIERRE ADRIEN;Limoges, 1844, limoges, 1910;FRANCE;1844-1910;9394
DAMANN MARTIN;;FRANCE,DOUAI;;8596
DAMMOUSE ALBERT;Paris, 1848, sèvres, 1926;FRANCE;1848-1926;9407
DAMMOUSE PIERRE;;;;4082
DANCKERTS CORNELIS;?, 1603, amsterdam, 1656, nationalité : hollandaise;;1603-1656;884
DANET G;;;;5960
DANGAR ANNE;east kempsey, 1885, sablons, 1951, femme;;1885-1951;31116
DANKO NATALIA;?, 1892, ?, 1942, femme;;1892-1942;14138
DARGENT JEAN EDOUARD;Saint-servais, 1824, paris, 1889#pendant son séjour à quimper, entre 1871 et 1878, alors qu'il réalisait les peintures murales de la cathédrale, yan' dargent entretint des relations très étroites avec la famille porquier. ce qui laisse supposer, en l'absence de marques, l'origine de ce plat;FRANCE,QUIMPER;1824-1889-1871-1878;5538
DARTE FRERES;;;;18273
DARTE JEAN FRANÇOIS;;;;18273
DARTE LOUIS JOSEPH;;FRANCE,PARIS;;18273
DAUM VERRERIE CRISTALLERIE;;;;18982
DAUMIER HONORE;;;;28728
DAUNMAN MARTIN;Manufacture de douai, rue des jésuites;FRANCE,DOUAI;;8728
DAVID JACQUES LOUIS;;;;18300
DE DISSEL;manufacture fondée en 1640, vendue en 1701 à jacobus de caluwe qui fabriquait des théières en grès rouge. a la fermeture de la fabrique, l'a grec hérita du fonds, et continua d'utiliser la marque d;PAYS-BAS,DELFT;1640-1701;9513
DE DOBBELDE SCHENCKAN;;;;24746
DE DRIE KLOKKEN;;;;11340
DE DRIE VERGULDE ASTONNEKENS;;;;9561
DE GRIEKSCHE A;?, 1687, ?, 1701;PAYS-BAS,DELFT;1687-1701;17463
DE METALEN POT;delft, fondée en 1638, dernière mention dans les archives en 1757;PAYS-BAS;1638-1757;1764
DE PAEUW;Fondée en 1651, la fabrique le paon (de paeuw) fut acquise en 1701 par gerrit kam. dirigée par david kam et par sa veuve jusqu'en 1725, la production continua sous la direction de johannes verhagen, puis de jacobus de milde et de son fils abraham. elle ferma en 1779;PAYS-BAS,DELFT;1651-1701-1725-1779;9684
DE PORCELEYNE BIJL;fabrique fondée en 1657, acquise en 1739 par justus brouwer et son fils hugo. les initiales jb ou hb se trouvent sur les pièces sorties de 1739 à 1785. de 1785 à 1796, sous la direction de jacobus cranendonk, le sigle de la hache est assorti d'un c ou d'un signe angulaire. le dernier propriétaire, floris breda, ajouta à la marque un x. elle ferma en 1799;PAYS-BAS,DELFT;1657-1739-1739-1785-1785-1796-1799;9511
DE PORCELEYNE CLAEUW;fabrique fondée en 1658, et appartenaint à la famille van schoonhoven. l'usage de la marque fut poursuivie par lambertus sanderus à partir de 1763. a partir de 1840, avec celle de la fabrique les trois cloches (de drye klokken), la production se confondit avec celle de la firma j. van putten en compagnie;PAYS-BAS,DELFT;1658-1763-1840;9509
DE PORCELEYNE FLES;;;;9524
DE PORCELEYNE LAMPETKAN;Active dès 1615-1620, la manufacture de porceleyne lampetkan (l'aiguière de porcelaine) était dirigée par corneliz harmansz valckenhoven. on doit à cette manufacture la mise au point de la faïence de delft. elle ferma en 1811;PAYS-BAS,DELFT;1615-1620-1811;9613
DE ROCHE;;;;12550
DE TWEE SCHEEPJES;;;;9519
DE VERGULDE BLOEMPOT;L'activité de la fabrique de vergulde bloempot (le pot de fleurs doré) commença en 1654. la marque bp fut utilisée à partir de 1734, remplacée par de bloempot sous pieter verburgh, mort en 1789. elle cessa son activité en 1841, sous le nom firma terburg perk en compagnie;PAYS-BAS,DELFT;1654-1734-1789-1841;9514
DE VERGULDE BLOMPOT;;;;24739
DE WITTE STARRE;Fabrique de l'étoile blanche (1660-1803);PAYS-BAS,DELFT;1660-1803;11284
DEBONNAIRE PIERRE MARIE;de 1751 à 1833;FRANCE,NEVERS;1751-1833;1435
DEBRET JEAN BAPTISTE;;;;18189
DECAGNY;Manufacture de valencienne ouverte en 1824 à ponchon et reprise par la suite par la dynastie decagny;;1824;29353
DECK THEODORE;Guebwiller, 1823, paris, 1891;FRANCE, PARIS;1823-1891;31122
DECOEUR EMILE;Paris, 1876, fontenay-aux-roses, 1953;FRANCE;1876-1953;9424
DEGAULT JEAN MARIE;;;;18290
DEJONGHE BERNARD;Chantilly, 1942;FRANCE;1942;10775
DELAHERCHE AUGUSTE;Beauvais, 1857, paris, 1940;FRANCE;1857-1940;9416
DELAMETAIRIE;;FRANCE,ROUEN;;18256
DELANDRE A;;FRANCE;;25511
DELAUNE ETIENNE;orléans, 1518, strasbourg, 1583, nationalité : française;;1518-1583;982
DELAVIGNE FRERES;Le havre, ?, ?;;;11696
DELAVIGNE LOUIS;Le havre, ?, ?;FRANCE;;11588
DELEMER;;FRANCE,DOUAI;;8676
DELLA ROBBIA ANDREA;florence, 1435, ?, 1525;ITALIE;1435-1525;18107
DELLA ROBBIA GIOVANNI;;;;12206
DEMARNE JEAN LOUIS;?, 1744, ?, 1829, fonctionne de 1781 à 1824;FRANCE,PARIS;1744-1829-1781-1824;18156
DERAIN ANDRE;chatou, 1880, ?, 1954;FRANCE;1880-1954;10155
DERICHWEILER GERARD;;;;4096
DEROCHE;;;;25899
DESMOUSTIERS DOREZ;Attribution par jean rosen (décembre 1999);FRANCE;1999;11321
DESMOUTIERS;La manufacture fut fondée vers 1700 par nicolas desmoutiers, qui la donna en dot à sa fille lors de son mariage, en 1736, avec robert flescher. elle fut ensuite louée à divers membres de la famille dorez, faïenciers à lille, jusqu'à la cessation de ses activités en 1776;FRANCE;1700-1736-1776;9712
DESPRE CLAUDE FRANÇOIS;;;;5785
DESROUSSEAUX LAURENT;Joinville-le-pont, 1862, valmondois, 1906;FRANCE;1862-1906;9421
DESSAUVAGE TJOK;?, 1948, homme;;1948;31129
DETRIER PIERRE LOUIS;;;;29146
DEVAUX CHARLOTTE;1859, 1931, femme;;1859-1931;31133
DEVELLY JEAN CHARLES;né en 1783, mort en 1849;FRANCE;1783-1849;18986
DEVICQ JULES;;;;4064
DIDIER CHARLES ANTOINE FILS;;;;118
DIETERLE JULES PIERRE MICHEL;paris, 1811, paris, 1889 #regnier : a travaillé à la manufacture de sèvres de 1825 à 1863;FRANCE,SEVRES;1811-1889-1825-1863;11193
DIEUL;peintre de faïence vers 1760.;FRANCE, ROUEN;1760;11974
DIGAN PIERRE;atelier crée en 1960 à la borne;FRANCE;1960;1995
DIGOIN;paris, 1768, paris, 1848;FRANCE,SARREGUEMINES;1768-1848;18189
DIHL & GUERHARD;Fonctionne de 1781 à 1824;FRANCE;1781-1824;18238
DIHL CHRISTOPHE ERASIMUS;;;;13591
DIONIS FRANÇOIS;18e siècle;FRANCE, ROUEN;18;10970
DIPHILOS;;;;31135
DIRAT;;;;26238
DOAT TAXILE;Albi, 1851, sèvres, 1938;FRANCE;1851-1938;9453
DOAT TAXILE MAXIMIN;Albi, 1851, 1938;FRANCE,SEVRES;1851-1938;11002
DODIN CHARLES NICOLAS;né en 1734, mort en 1803;FRANCE,SEVRES,VINCENNES;1734-1803;19003
DODIN K;peintre sur céramique. actif à la fin du 18e siècle;FRANCE;18;15492
DOECCUS;2e moitié 2e siècle;;2-2;520
DOLON PEINTRE DE;;;;31139
DORE FIRMIN;;FRANCE,NEVERS;;2120
DORE GUSTAVE;;;;844
DORFER J;Par la manufacture de porcelaine gille jeune à paris;;;24524
DOU GERARD;leyde, 1613, leyde, 1675#la manufacture fonctionne de 1781 à 1824;HOLLANDE ,FRANCE,PARIS;1613-1675-1781-1824;18283
DOURDON AUGUSTE ALEXANDRE;1815, ?;;1815;577
DOURIS;;;;12282
DRANER;;;;7582
DREYFUS GEORGES;;;;5246
DU FOURRE JEANNE;;;;24609
DU PAQUIER CLAUDIUS;?, 1718, ?, 1864;;1718-1864;12229
DUBERNET VEUVE;;;;26259
DUBOIS FILS;;FRANCE, NEVERS;;1487
DUBOIS HENRI ALFRED AUGUSTE;;;;4101
DUBOIS PAUL;;;;3006
DUFLOS;;;;24472
DUFLOS CLAUDE;;;;24470
DUFRAISSEIX & ABBOT;;;;31429
DUGOURC JEAN DEMOSTHENE;versailles, 1749, paris, 1825#thomire : paris, 1751, paris, 1843, nationalité : française#robin : paris, 1742, paris, 1799;FRANCE,SEVRES;1749-1825-1751-1843-1742-1799;18948
DUMONT AINE;;;;23494
DUMONTIER;Pierre-antoine dumontier crée une fabrique de carreaux stannifères au hameau de roye, sur la commune de ponchon, en 1824;;1824;29342
DUMOUSSAUD L;;;;23358
DUPETIT HENRI GEORGES;23-02-1903, 8-03-1989;;23-02-1903-8-03-1989;20727
DUPLESSIS;;;;6051
DUPLESSIS JEAN CLAUDE;turin, 1690, paris, 1774;FRANCE, SEVRES;1690-1774;18574
DUPONT;Dupont;;;31145
DUPONT MARCEL;la borne (cher), 1907, ?, ?;;1907;5710
DUPRE JEAN;faïencier;FRANCE, ROUEN;;11932
DUPRE PERE;;;;25670
DURANTINO GUIDO;?, 1490, ?, 1576;ITALIE;1490-1576;31144
DURASIET JACQUES;;;;24622
DUSOLLE;;FRANCE;;4984
DUTRAIT A;;;;8371
DUYN JOHANNES VAN;Johannes van duy(ij)n;;;24750
EENHOORN LAMBERTUS VAN;;;;9708
EENHOORN SAMUEL VAN;Fondée en 1658 par wouter van eenhoorn. dirigée successivement par samuel van eenhoorn (il dirigea la manufacture de 1678 à 1686), adriaen kocks, pieter adriaensz kocks. rachetée en 1758 par jan theunis dextra. la dernière marque, jusqu'en 1785, fut celle de jan van den briel. la dernière mention dans les archives date de 1818;PAYS-BAS;1658-1678-1686-1758-1785-1818;9675
ELBOWS OUT PAINTER;;;;31147
ELOURY PORQUIER;;FRANCE,QUIMPER;;5247
ELOURY PORQUIER BEAU;;;;5596
ERTINGER FRANÇOIS;;;;26184
ESF;;;;31149
ETABLISSEMENT GASTON SAILLY;;;;32793
ETABLISSEMENTS BOSSOT;1856, 1930, fondées en 1856 par jean bossot et brossard, les usines bossot comprennent une poterie et une tuilerie. les établissements se spécialisent alors dans la production de poteries en grès vernis et de tuiles de grès (notamment le modèle de la tuile à losange émaillée noire). en 1930, la poterie est vendue à l'usine langeron du pont-des-vernes et la tuilerie aux établissements vairet-baudot situés à ciry-le-noble, marquant la fin des établissements bossot.;;1856-1930-1856-1930;20463
ETABLISSEMENTS P MARLE;;;;21132
ETABLISSEMENTS PERRUSSON DESFONTAINES;1860, 1960, jean-marie perrusson entreprend en 1860 la fabrication de briques réfractaires à ecuisses puis fonde en 1863 sa propre tuilerie en suivant l'exemple du fabricant de tuiles mécaniques charles avril situé à montchanin. il créé successivement trois autres tuileries en france et ajoute une fabrique de carreaux polychromes en 1875 à l'usine d'ecuisses. la tuilerie perrusson devient la tuilerie perrusson fils et desfontaines en 1890 avant de prendre le nom de perrusson et desfontaines au début du 20e siècle. les catalogues perrusson témoignent de la diversité des productions réalisées à ecuisses. les établissements perrusson-desfontaines situés à ecuisses ferment en 1960.;;1860-1960-1860-1863-1875-1890-20-1960;20025
ETABLISSEMENTS REVOL;;;;21570
ETABLISSEMENTS VAIRET BAUDOT;poteries de grès utilitaires (cruchon, bouteille), carreaux, briques (dont la brique dite 'brique noire de fer' pour laquelle un brevet a été déposé en 1874) et produits anti-acides destinés à lindustrie chimique. l'usine connaît alors son apogée dans les années 1920. maurice piot, gendre d'ernest vairet décédé en 1927, reprend la direction de l'usine après le décès de mme vairet en 1937 qui gérait jusqu'à cette date l'entreprise et, jusqu'à la fermeture définitive des établissements en 1967.;;1874-1920-1927-1937-1967;20125
EUTYCHOS;;;;31150
EVANS ETIENNE;;;;107
EXBRAYAT ETIENNE VICTOR;;;;4104
F P;;;;4184
FABRIQUE DE CASTELLI;;ITALIE,CASTELLI;;18258
FABRIQUE DE CHAALIS;;;;30100
FABRIQUE DE COMMELLES;;;;30103
FABRIQUE DE LA VALTEUSE;;;;4200
FABRIQUE DE PONCHON;;FRANCE, OISE;;10978
FABRIQUE DE VRON;;FRANCE, SOMME;;10980
FABRIQUE DU GENERAL COMTE DE CUSTINE;;;;31151
FABRIQUE FONTANA;;;;31153
FAIENCERIE BERNARD;La faïencerie bernard (1764-1840) fut vendue en 1840 aux frères godechal et ferma en 1848. production petit feu à partir de 1785;;1764-1840-1840-1848-1785;25668
FAIENCERIE BOULENGER;;;;25448
FAIENCERIE D'APREY;1744, 1914;;1744-1914;557
FAIENCERIE D'ARGONNE;;;;25356
FAIENCERIE D'AUMALE;;FRANCE,AUMALE;;18157
FAIENCERIE D'ETREPIGNEY;;;;25332
FAIENCERIE D'ORCHAMPS;;;;24935
FAIENCERIE D'ORCHIES MOULIN DES LOUPS ET HAMAGE;;;;24845
FAIENCERIE DE BADONVILLER;;;;31154
FAIENCERIE DE BOULT;Lucien guidot a hérité de la faïencerie de boult en 1950. il décède le 8 mars 1977. il signe ses poteries l. guidot sur les conseils de l'abbé garneret en 1958 à la parution d'un article dans barbizier.;;1950-8-1977-1958;24907
FAIENCERIE DE CHAROLLES;Prost hippolyte (charolles, 1827, charolles, 1892);;1827-1892;31343
FAIENCERIE DE CHOISY LE ROI;1804 : création par les frères paillart à choisy-le-roi d'une faïencerie 1805 : installation de la faïencerie sur un terrain appartenant à l'ancien domaine royal. 1878 : hyppolyte boulenger rachète la faïencerie et dynamisme la société : de 300 ouvriers en 1861, elle passe à 1300 en 1900. 1889 : installation du siège social 'hippolyte boulenger et cie' à paris, l'entreprise habille les couloirs et stations du métro parisien. 1930 : la diversification de la société se poursuit (linoléum, travail du latex et caoutchouc).;;1804-1805-1878-300-1861-1300-1900-1889-1930;592
FAIENCERIE DE CIREY LES BELLEVAUX;;;;24788
FAIENCERIE DE CLAIREFONTAINE;;;;25051
FAIENCERIE DE DIGOIN;Succursale de la faïencerie de sarreguemines créée en 1877. (lire 'histoire et histoires - faïences de sarreguemines 1800-1939...', cat. exp., strasbourg, 1986, p.12.) ,;;1877-1800-1939-1986-12;5597
FAIENCERIE DE DIGOIN & SARREGUEMINES;;;;598
FAIENCERIE DE GIEN;Fondée en 1821 par l'anglais thomas hall;FRANCE,GIEN;1821;18172
FAIENCERIE DE L'ITALIENNE;1798 - 1897;;1798-1897;13598
FAIENCERIE DE LA COUR DES FEUILLANTS;1724, 1789;;1724-1789;605
FAIENCERIE DE LA RUE MAISON ROUGE;1692, 1755;;1692-1755;580
FAIENCERIE DE LAMOTTE BEUVRON;;;;24857
FAIENCERIE DE LIMOGES;;;;24859
FAIENCERIE DE LONGCHAMP;1830 ,;;1830;669
FAIENCERIE DE LUNEVILLE;;;;25346
FAIENCERIE DE MALICORNE;;;;5605
FAIENCERIE DE MARTRES TOLOSANE;;;;556
FAIENCERIE DE MONTMUZARD;1786, 1848;FRANCE;1786-1848;552
FAIENCERIE DE NEVERS;;;;25342
FAIENCERIE DE NIDERVILLER;La manufacture fut créée en 1735;FRANCE;1735;4986
FAIENCERIE DE ONNAING;;;;25444
FAIENCERIE DE PREMIERES;;;;571
FAIENCERIE DE QUIMPER;;FRANCE,QUIMPER;;25357
FAIENCERIE DE RIOZ;;;;25325
FAIENCERIE DE RIVAS;;;;12902
FAIENCERIE DE SAINT AMAND;;;;24843
FAIENCERIE DE SAINT CLEMENT;;;;25362
FAIENCERIE DE SALINS LES BAINS;La fabrique rigal et hameline succède à bourgeois et page vers 1900;;1900;31185
FAIENCERIE DE SINCENY;;;;25344
FAIENCERIE DE STAFFORDSHIRE;dans le comté de staffordshire, des faïences lustrées sont produites au 19e siècle. elles sont connues sous le nom de 'faïence de jersey', car ces objets étaient importés à partir de lîle de jersey;ANGLETERRE;19;31188
FAIENCERIE DE TOUL;;;;25340
FAIENCERIE DE VARAGES;;;;31354
FAIENCERIE DE VAUSSE;1793, 1855, le prieuré de vausse est situé dans la forêt saint-jean, sur la commune de châtel-gérard (yonne). à la révolution, le prieuré a été vendu et transformé en faïencerie.;;1793-1855;569
FAIENCERIE DE WALY;;;;25355
FAIENCERIE GRAINDORGE;ladislas graingorge (1826-1901) installé à rennes comme émailleur puis au rohu (commune de lanester dans le morbihan) où il fonde une importante manufacture. a sa mort sa faïencerie est gérée par son fils abel. son second fils, charles, fonde une faïencerie à dinan où ladislas travailla vers 1895-1898. en 1918, à la mort d'abel la fabrique de rohu est fermée et les moules vendus à la fabrique de malicorne (sarthe). a la mort de charles, en 1915, son fils edgar reprend l'entreprise jusqu'en 1923 et la cède progressivement à m.bazin à partir de 1919;;1826-1901-1895-1898-1918-1915-1923-1919;12856
FAIENCERIE MITTENHOFF;--ogabathuler.free.fr-francais-histoire-faiencesfines.html);;;5974
FAIENCERIE NICOLAS;La faïencerie nicolas démarre son activité en 1772. de cette date jusqu’en 1796, c’est sébastien nicolas qui dirige l’affaire. de 1796 à 1841, c’est jacques, le successeur et fils de sébastien, qui prend la relève. andré, le fils de jacques, succède à son père jusqu’en 1866.  le premier fils de sébastien, denis, crée sa propre manufacture en 1786, et la maintiendra en activité jusqu’en 1806, avant que sa veuve louise et son fils louis ne la fassent vivre jusqu’à la mort de ce dernier, en 1839. jean-baptiste, le dernier fils de sébastien, est lui aussi faïencier. il exerce à roanne entre 1796 et 1816, avant de partir pour une manufacture de lyon.;;1772-1796-1796-1841-1866-1786-1806-1839-1796-1816;31430
FAIENCERIE ROLET TOURET;Le fils et le neveu de rolet et d'emilienne touret s'associèrent sous le nom de société rolet-touret de 1911 à 1920. puis le directeur fut paul touret qui mourut à 57 ans en 1929. la faïencerie fut alors supprimée.;;1911-1920-57-1929;24855
FAIENCERIES DE CREIL & MONTEREAU;En 1840, les deux grandes manufactures de creil (oise) et montereau (seine et marne) fusionnent. la société devient celle des 'faïenceries de creil et montereau' sous la raison sociale lebeuf, milliet et cie, jusqu'en 1876. ,;;1840-1876;555
FALCONET ETIENNE MAURICE;paris, 1716-12-01, paris, 1791-01-24, nationalité : française;FRANCE;1716-12-01-1791-01-24;6069
FARAGUET HENRIETTE;;;;11202
FAUCHIER;;FRANCE;;17444
FAUCHIER JOSEPH;;FRANCE, MARSEILLE, MOUSTIERS;;26873
FAUQUEZ;Fondée vers 1718 par pierre fauquez, la manufacture fut dirigée par son fils françois-joseph à partir de 1740. jean-baptiste fauquez, entré dans la fabrique en 1766, l'amena à son meilleur niveau de production. vendue à antoine fourmestreaux en 1795, elle ferma définitivement ses portes en 1810;FRANCE;1718-1740-1766-1795-1810;9714
FAUQUEZ J B;;FRANCE;;8632
FEBURIER;;FRANCE,LILLE,ROUEN;;11000
FELIX G;;FRANCE;;5476
FENAL THEOPHILE;;;;24917
FERAUD;;FRANCE, MOUSTIERS;;26842
FERNEX JEAN BAPTISTE DE;"mort à paris, 1783
boucher : paris, 1703, paris, 1770
risbourg : mouleur repareur à la manufacture de sèvres de 1895 à 1925";FRANCE,SEVRES;1783-1703-1770-1895-1925;11053
FERNEY;;;;31588
FERNIANI;Attribution transmise par chr. lahaussois, mars 2000;ITALIE,FAENZA;2000;11329
FERRAT;;FRANCE, MOUSTIERS;;3781
FERRAT FRERES;;FRANCE, MOUSTIERS;;3795
FERRIER HENRI EMILE CHARLE;nevers, 1839, prémery, 1920;FRANCE;1839-1920;1954
FERRY JULIEN ALEXIS;Émailleur à la manufacture de sèvres de 1894 à 1908;FRANCE,SEVRES;1894-1908;11034
FERRY MAURICE HENRY;;;;4010
FEUILLET JEAN PIERRE;?, 1777, ?, 1840, nationalité : française, manufacture de porcelaine de paris;FRANCE;1777-1840;31363
FEURE  GEORGES DE;paris, 1868-09-06, ?, 1943-11-26#gérard, dufraisseix & abbot (manufacture) : actif à partir de 1900.#bing siegfried : hambourg, 1838, vaucresson, 1905;BELGIQUE, FRANCE;1868-09-06-1943-11-26-1900-1838-1905;31429
FIALETTI ODOARDO;;FRANCE, ROUEN;;12133
FIEFFE ALPHONSE CHARLES PIERRE;châtillon-en-bazois, 4 décembre 1839, nevers, 10 octobre 1909, nationalité : française;FRANCE, NEVERS;4-1839-10-1909;1577
FISCHER W;;DANEMARK, COPENHAGUE;;9459
FLEURY RICHARD;;;;18280
FONTAINE JACQUES;Actif de 1753-1807;FRANCE;1753-1807;113
FORBES ELISABETH;femme;;;19656
FORT JEAN ANTOINE SIMEON;;;;19420
FORT SIMEON;;;;19420
FOSSE ATHANASE;allonville, 1851 - paris, 1923, issu d'une famille de petits commerçants, athanase fossé manifeste très tôt ses aptitudes artistiques par de petites sculptures en craie. son goût le plus vif pour le dessin lui ouvre à 14 ans les portes de l'école des beaux-arts d'amiens où il reçoit les leçons de le tellier. en 1874, il quitte l'école d'amiens pour celle de paris où il devient l'élève de cavalier. ses rapides progrès lui permettent de faire deux ans plus tard son premier envoi au salon des artistes français, avec le buste du sculpteur picard t. caudron, première ouvre majeure d'une longue série. il s'installe à paris à partir de 1885, épouse son modèle, clémentine gaemans, mais revient chaque année en vacances à allonville. la commune lui doit d'ailleurs son monument aux morts (1920) qu'il exécute bénévolement. il réalise également pour l'église du village un superbe haut-relief représentant jeanne d'arc. athanase fossé est l'auteur du fronton de l'hôtel de ville d'amiens. deux cariatides drapées encadrent l'horloge centrale : la justice, glaive à la main, et la vigilance à la torche allumée, sont surplombées par une république couronnée. le fronton de l'aile est reçoit les armes de la ville accompagnées de sculptures représentant 'les arts et les lettres'. a la demande de la ville de péronne, il réalise en 1897 la statue en bronze de marie fouré, héroïne du siège de péronne de 1536. on trouve localement des oeuvres d'athanase fossé au musée de picardie, au musée de berny, au musée alfred danicourt (3 bustes offerts par sa fille), au centre hospitalier saint-victor ainsi qu'au cimetière la madeleine d'amiens.;FRANCE;1851-1923-14-1874-1885-1920-1897-1536-3;14112
FOSSE MICHEL;Savignies, 1729, savignies, 1792, michel fosse est le fils ou le frère de nicolas fosse (graphisme plus maladroit, réalisé au peigne à trois dents, motif à l'ostensoir);FRANCE,BEAUVAIS;1729-1792;13596
FOSSE NICOLAS;;;;772
FOUILLEN PAUL;Lorient, 1899, quimper, 1958;FRANCE,QUIMPER;1899-1958;5221
FOUQUAY NICOLAS;Né en 1686, mort en 1742;;1686-1742;12200
FOUQUE & ARNOUX;terres cuites diverses, grés cérames, porcelaines et faïences fines a démarré en 1832. après une période d'apogée entre 1840 et 1855, l'entreprise a lentement périclité ,malgré une tentative de reprise par des anglais, avant de faire faillite en 1878. une modeste production se poursuivra jusqu'en 1890#;;1832-1840-1855-1878-1890;8533
FOUQUE & PELLOQUIN;;FRANCE,MOUSTIERS-SAINTE-MARIE;;11133
FOUQUE ARNOUX & CIE;Production entre 1832 et 1850;;1832-1850;26161
FOUQUE HENRI;toulouse, 1798, toulouse, 1871, issu de la lignée de faïenciers fouque et arnoux, originaires de moustiers-sainte-marie (alpes-de-haute-provence). fondateur de la manufacture en 1830, il succède en 1849 à son neveu léon arnoux à la tête de la manufacture de faïences et porcelaines de saint-gaudens-valentine (haute-garonne). il la dirige jusqu'en 1864;;1798-1871-1830-1849-1864;8404
FOUQUE JOSEPH;;FRANCE,MOUSTIERS-SAINTE-MARIE;;9894
FOUQUE JOSEPH II;Moustiers, 1761, toulouse, 1829;FRANCE, MOUSTIERS;1761-1829;26398
FOURMAINTRAUX COURQUIN;Créée en 1863, active au 20e siècle;;1863-20;29340
FOURMONT MARIUS;Blois, 1878, saint-symphorien, 1953;FRANCE;1878-1953;9426
FOURNIER ANATOLE ALEXIS;;;;4090
FOURNIER JULES;;FRANCE, SARREGUEMINES;;7515
FRAGONARD ALEXANDRE EVARISTE;grasse, 1780-10, paris, 1850-11-10;FRANCE;1780-10-1850-11-10;146
FRANK JEAN MICHEL;paris, 1895, new-york, 1941#chanaux et cie : ?, 1930, ?, 1943;;1895-1941-1930-1943;18949
FRANS;;FLANDRE,ANVERS;;9102
