Auteur;P1;Ecole_pays_1;P_Dates;Id
DESFOSSE JULES;paris, 1816, paris, 1890;FRANCE;1816-1890;7619
DESIR ET ARQUICHE;poinçon insculpé en 1831 et biffé en 1860;;1831-1860;7626
DESNOYERS AUGUSTE;;;;5853
DESSAUVAGE TJOK;?, 1948, homme;;1948;7627
DEVELLY JEAN CHARLES;;;;3300
DIEN;;;;902
DIETL ANDRE;?, ?, ?, 1775;;1775;272
DIEUDONNE JACQUES AUGUSTIN;paris, 1795, paris, 1873;FRANCE;1795-1873;3238
DIZI FREDERICK;?, 1780, ?, 1847#dodd : ?, ?, ?, 1851;ANGLETERRE;1780-1847-1851;3066
DODD THOMAS;;;;3066
DOLCIBENE VINCENZO;?, 1746, ?, 1820;ITALIE;1746-1820;5865
DOLIAS A;;;;9159
DOLL FREDERIC;colmar, 1813, ?, 1900;;1813-1900;275
DORE GUSTAVE;;;;320
DOUILLON FRANÇOIS;plusieurs 'douillon' sont répertoriés à saint-nicolas d'aliermont. françois douillon quitte la ville en 1793. un autre est répertorié vers 1908 comme fabriquant de pendules de voyage;;1793-1908;6781
DREVON LOUIS;reçu maître à dijon en 1783, exerce en l'an vii, nationalité : française;FRANCE;1783;1573
DROUAIS FRANÇOIS HUBERT;;;;6435
DUBOIS;;;;3460
DUBOIS JEAN;dijon, 1625, ?, 1693;;1625-1693;7631
DUBRET CHARLES;vesoul, 1847-10-30, ?, 1910;FRANCE;1847-10-30-1910;28
DUBREUIL ANDRE;;;;5026
DUCHESNE DE GISORS JEAN BAPTISTE JOSEPH;gisors, 1770, paris, 1856, nationalité : française;FRANCE;1770-1856;7633
DUFETELLE;;;;6812
DUFOUR;tramayes, 1754 (13 décembre), paris, 1827#charvet : ?, 1750, ?, 1829;FRANCE;1754-13-1827-1750-1829;1771
DUFOUR & LEROY;(activité 1822-23 - 1835) joseph dufour associé à son gendre amable-philibert leroy, raison socilae 10 rue de beauveau-saint-antoine entre 1822 et 1835. en 1832 vente à lapeyre j. et drouard et cie installé 10 rue de beauveau-saint antoine de 1850 à 1854 [sic];FRANCE;1822-23-1835-10-1822-1835-1832-10-1850-1854;2366
DUFOUR J & CIE;en 1797, installation à mâcon sous son nom après des collaborations à lyon, en 1806, succès à l'exposition des produits de l'industrie française, en 1808, installation à paris, rue beauvau, faubourg saint-antoine, raison sociale en 1812 : dufour, raison sociale en 1816 : joseph dufour, raison sociale de 1820 à 1826 : j. dufour et cie, en 1819, médaille d'argent à l'exposition des produits de l'industrie française, en 1822, association de joseph dufour avec son gendre (voir dufour et leroy);FRANCE;1797-1806-1808-1812-1816-1820-1826-1819-1822;2368
DUFOUR JOSEPH;?, 1789, paris, 1830, dufour : en 1797, installation à mâcon sous son nom après des collaborations à lyon, en 1806, succès à l'exposition des produits de l'industrie française, en 1808, installation à paris, rue beauvau, faubourg saint-antoine, raison sociale en 1812 : dufour, raison sociale en 1816 : joseph dufour, raison sociale de 1820 à 1826 : j. dufour et cie, en 1819, médaille d'argent à l'exposition des produits de l'industrie française, en 1822, association de joseph dufour avec son gendre (voir dufour et leroy);FRANCE;1789-1830-1797-1806-1808-1812-1816-1820-1826-1819-1822;2363
DUFOUR PAUL;tapissier à chantilly;FRANCE;;3752
DUFRENE MAURICE;;;;8708
DUMAS PAUL;;;;8706
DUMONT VICTOR;;;;7596
DUMOULIN LOUIS JULES;Paris, 1860, paris, 1924;;1860-1924;7638
DUMOULINNEUF;;;;6804
DUNAND JEAN;lancy, 1877-03-20, ?, 1942-06-07;FRANCE;1877-03-20-1942-06-07;6726
DUPRE I A;18e siècle;;18;1509
DUPREEL JEAN BAPTISTE MICHEL;;;;2625
DURANTINO GUIDO;?, 1490, ?, 1576;ITALIE;1490-1576;7648
DURON JEAN BAPTISTE;poinçon insculpé en 1798, nationalité : française;FRANCE;1798;1555
DUSOLLE;;FRANCE;;1911
DUTAILLY;;;;5765
DUVAL LOUIS;;;;5821
DUVERDREY & BLOQUEL;;;;6775
DUYN JOHANNES VAN;Johannes van duy(ij)n;;;7076
ECOLE DE FONTAINEBLEAU;malines, 1499, malines, 1592, nationalité : flamande;FRANCE, FONTAINEBLEAU,FLANDRES,ITALIE;1499-1592;3021
EDWARDS E;;;;5739
EENHOORN SAMUEL VAN;Eenhoorn dirigea la manufacture de 1678 à 1686;;1678-1686;7089
EMBRIACHI;l'atelier familial fût d'abord dirigé par balthazar embriachi ou baldassare degli embriachi à florence. l'atelier oeuvre de 1393 et 1433. sous la direction du sculpteur florentin giovanni di jacopo, l'atelier sera à venise, nationalité : italienne;ITALIE, FLORENCE;1393-1433;1347
ENGELMANN GODEFROY;mulhouse, 1788-08-17, mulhouse, 1839-0425;FRANCE;1788-08-17-1839-0425;5685
ERARD;;;;7563
ESSEX & CO;?, 1857, ?, 1941, nationalité : anglaise;GRANDE-BRETAGNE;1857-1941;2847
ETABLISSEMENTS BARDON;etablissements bardon à clichy actifs vers 1925-1930 (cf. dictionnaire des horlogers, tardy) en 1926, bardon expose au congrès de chronométrie une note sur la distribution de l'heure.;;1925-1930-1926;6779
ETABLISSEMENTS GALLE;;;;5548
ETABLISSEMENTS MOTEL GAILLARD;activité 1937 - 1979, en 1937 - adresse : 73 avenue gambetta, paris, en 1957 - usine à saint-maur-des-fossés (94);;1937-1979-1937-73-1957-94;2695
ETABLISSEMENTS PERRUSSON DESFONTAINES;1860, 1960, jean-marie perrusson entreprend en 1860 la fabrication de briques réfractaires à ecuisses puis fonde en 1863 sa propre tuilerie en suivant l'exemple du fabricant de tuiles mécaniques charles avril situé à montchanin. il créé successivement trois autres tuileries en france et ajoute une fabrique de carreaux polychromes en 1875 à l'usine d'ecuisses. la tuilerie perrusson devient la tuilerie perrusson fils et desfontaines en 1890 avant de prendre le nom de perrusson et desfontaines au début du 20e siècle. les catalogues perrusson témoignent de la diversité des productions réalisées à ecuisses. les établissements perrusson-desfontaines situés à ecuisses ferment en 1960. - herbinet maurice : 1908, 1993, petit-fils de françois perrusson et ingénieur céramiste, il fut nommé administrateur de la société le 21 novembre 1931 et semble être le concepteur de ce carreau.;;1860-1960-1860-1863-1875-1890-20-1960-1908-1993-21-1931;6927
EUDE;dieppe on trouve la trace d'un horloger nommé eude à rouen, associé avec cailly pour un brevet de bateaux se balançant sur les vagues pour orner les pendulettes vers 1835;;1835;6780
F B;;;;1725
FABISCH JOSEPH HUGUES;aix-en-provence, 1812, lyon, 1886, nationalité : française;FRANCE;1812-1886;1745
FABRIQUE DU GENERAL COMTE DE CUSTINE;;;;7655
FAIENCERIE DE CHAROLLES;Prost hippolyte (charolles, 1827, charolles, 1892);;1827-1892;7812
FAIENCERIE DE CIREY LES BELLEVAUX;;;;7114
FAIENCERIE DE CLAIREFONTAINE;;;;7822
FAIENCERIE DE GIEN;;;;1937
FAIENCERIE DE NIDERVILLER;La manufacture fut créée en 1735;FRANCE;1735;1913
FAIENCERIE DE STAFFORDSHIRE;dans le comté de staffordshire, des faïences lustrées sont produites au 19e siècle. elles sont connues sous le nom de 'faïence de jersey', car ces objets étaient importés à partir de lîle de jersey;ANGLETERRE;19;7657
FAIENCERIE DE VARAGES;;;;7823
FAIENCERIES DE CREIL & MONTEREAU;;;;7222
FAIZELOT ADRIEN;;;;6643
FALAIZE;;;;3502
FALCONET PIERRE ETIENNE;;;;6828
FARRET & CIE;;;;6803
FAUCCI CARLO;?, 1729, ?, 1784;ITALIE;1729-1784;6137
FAUCHIER JOSEPH;;FRANCE, MARSEILLE, MOUSTIERS;;7206
FAUCILLON JEAN;jean faucillon fut le dernier émailleur à exercer à nevers il fut employé à la mairie de nevers;FRANCE;;7800
FAUQUEZ;;FRANCE;;730
FAUSSE RAPHAEL;;;;7925
FERAUD;;FRANCE, MOUSTIERS;;7175
FERNEY;;;;7976
FERRETTI LODOVICO;?, 1850, ?, 1899#borani : ?, 1810, ?, ?;ITALIE;1850-1899-1810;5787
FERRIER CLAUDE FRANÇOIS;orfèvre 'd'orfèvrerie' etabli 16 rue du bourg l'abbé poinçon insculpé en 1822 poinçon réinsculpé en 1829, nationalité : française;;16-1822-1829;1593
FERRIER HENRI EMILE CHARLE;nevers, 1839, prémery, 1920;FRANCE;1839-1920;838
FERROUX;;;;7824
FEUCHERE;;;;7825
FEUILLET JEAN PIERRE;?, 1777, ?, 1840, nationalité : française, manufacture de porcelaine de paris;FRANCE;1777-1840;7835
FIORILLO NICOLA;actif au 18e siècle#casanova : ?, 1727, ?, 1803;ITALIE;18-1727-1803;5749
FOLLOT;- 1859 création de la manufacture (source bj 2004) - 1861 follot (philippe) et paupette, fabrique de papier peint, paris. - 1867 félix follot prend la direction de l'entreprise qui devient follot f. - 1873 exposition universelle de vienne médaille de mérite - 1878 exposition universelle de paris, médaille d'or - reps et velours cheviotte sont brevetés en france, angleterre et allemagne. - 1895 charles follot devient associé - 1897 raison sociale follot (f) et fils - 1904 mort de félix follot, son fils charles devient directeur. modernisation du matériel - 1929 création de la société ch. follot s.a.r.l dirigée par charles follot, son fils henri et ses gendres pierre candeliez et armand gritton - après-guerre même équipe directoriale puis les fils d'armand gritton : denis et arnaud. - 1987 fermeture de la société., nationalité : française;FRANCE;1859-2004-1861-1867-1873-1878-1895-1897-1904-1929-1987;7901
FONDERIES DE SAINT DIZIER;;;;6938
FORBES ELISABETH;femme;;;4632
FOREST RENE;orléans, 1687, orléans, 1762;FRANCE;1687-1762;2203
FORT JEAN ANTOINE SIMEON;;;;3300
FORT SIMEON;;;;3300
FOSSE NICOLAS;;;;127
FOUQUE HENRI;toulouse, 1798, toulouse, 1871, issu de la lignée de faïenciers fouque et arnoux, originaires de moustiers-sainte-marie (alpes-de-haute-provence). fondateur de la manufacture en 1830, il succède en 1849 à son neveu léon arnoux à la tête de la manufacture de faïences et porcelaines de saint-gaudens-valentine (haute-garonne). il la dirige jusqu'en 1864;;1798-1871-1830-1849-1864;5551
FOUQUE JOSEPH II;Moustiers, 1761, toulouse, 1829;FRANCE, MOUSTIERS;1761-1829;7166
FRAGONARD ALEXANDRE EVARISTE;grasse (06), 1780, paris, 1850#joseph dufour : raison sociale entre 1816 et 1819;FRANCE;06-1780-1850-1816-1819;7903
FRANJUS RAISON BOYER;;;;6799
FRATIN CHRISTOPHE;metz, 1801, le raincy, 1864, nationalité : française;;1801-1864;7907
FREDOU JEAN MARTIAL;;;;6435
FREMY JACQUES NOEL;paris, 1782, paris, 1867 ,#giboy : actif au 19e siècle;FRANCE;1782-1867-19;5953
FRESCOBALDIO FRANCESCO;?, 1495, ?, 1533;ITALIE;1495-1533;6109
FREZZA GIOVANNI GIROLAMO;;;;5951
FRILING HERMANN;;;;8846
FRITZ JEAN GEOFFROY;?, 1768, ?, 1823;;1768-1823;7909
FROMENT DELORMEL JACQUES VICTOR EUGENE;paris, 1820, paris, 1900;;1820-1900;911
FROMENT MEURICE EMILE;paris, 1837, paris, 1913;FRANCE;1837-1913;4742
FROMENT MEURICE JACQUES CHARLES;paris, 1864, paris, 1948, nationalité : française;FRANCE;1864-1948;7911
FRUGES HENRY;;;;6693
G T;manufacture suédoise, nationalité : suédoise;SUEDE;;7912
GALL EUGENE;;;;4853
GALLAS GUILLAUME;;;;219
GALLE EMILE;nancy, 1846, nancy, 1904, nationalité : française;FRANCE;1846-1904;14
GAMBIN JULES;;;;400
GARNIER PIERRE;?, 1726, ?, 1806;FRANCE;1726-1806;6681
GAROUSTE ELISABETH;;;;5194
GARZOLI FRANCESCO;?, 1730, ?, 1807;ITALIE;1730-1807;5719
GAUGUIN ETIENNE;cité entre 1784 et 1789, nationalité : française;FRANCE;1784-1789;1531
GAUTIER AMAND DESIRE;lille, 1825, paris (ville), 1894#montagnon antoine : saint-léger-sur-dheune, 10 septembre 1838, nevers, 17 février 1910, nationalité : française#manufacture le bout du monde : cette manufacture a été fondée en 1648.;FRANCE;1825-1894-10-1838-17-1910-1648;7913
GAZETTE DES BEAUX ARTS;;FRANCE;;6009
GC & CIE;paris album de 1933 passé en vente sur ebay en 2017;;1933-2017;2564
GEO MAXIM;Vivait encore en 1935;;1935;6800
GEOFFROY & CIE;;;;212
GEORGES EMILE;?, ?, ?, 1951#emile georges travaillait chez cottard il reprit l'affaire en 1926. aidé par sa femme, il fabrique comme son prédécesseur principalement des objets de petit volume et de vente courante dans les magasins. il prend généralement au dehors ses modèles. il signe ses faïences e. georges et du noeud vert. a sa mort, en 1951 sa femme lui succède. cette signature durera jusqu'en 1992 date à laquelle la direction de la manufacture sera reprise par son petit-fils jean-pierre georges.;FRANCE,NEVERS;1951-1926-1951-1992;889
GERARD FRANÇOIS BARON;rome, 4 mai 1770, paris (ville), 11 janvier 1837, nationalité : française ,#montagnon antoine : saint-léger-sur-dheune, 10 septembre 1838, nevers, 17 février 1910, nationalité : française ,#sol charles : nevers, 30 octobre 1861, ?, ? ,#manufacture le bout du monde : cette manufacture a été fondée en 1648.;FRANCE;4-1770-11-1837-10-1838-17-1910-30-1861-1648;7917
GEROCK GUILLAUME;;;;8098
GETTE PAUL ARMAND;;;;5526
GIBOIN NICOLAS JEAN ALPHONSE;La valette, 1828, libourne, 1921;;1828-1921;6900
GIBOY ALEXANDRE;;;;5953
GIFFARD ALICE;;;;1947
GIFFARD LUCIE;;;;1945
GILLE LOUIS;Louis gille est un orfèvre lyonnais dont le poinçon a été insculpé en 1889 et biffé en 1927. la maison louis gille & cie débuta son activité en 1882. poinçon de maître insculpé le 11-07-1889 et biffé en 1927.;FRANCE;1889-1927-1882-11-07-1889-1927;7920
GILLOU;une manufacture gillou (1814-1907), est active depuis 1814, installée passage charles dallery à paris. en 1867, imprime à la planche (80 tables) et en mécanique jusque 22 couleurs. participe aux expositions de 1873 et 1878 sous le nom de gillou, fils et thorailler. la fabrique est reprise par leroy en 1907.;;1814-1907-1814-1867-80-22-1873-1878-1907;2593
GILLOU & FILS;une manufacture gillou est active depuis 1814, installée passage charles dallery à paris. 49 rue de charenton, puis 55 rue de charonne, - 1860, raison sociale, gillou fils & thorailler, passage vaucanson - en 1867,450 ouvriers y impriment à la planche (80 tables) et en mécanique jusque 22 couleurs. c'est une des manufactures françaises les plus mécanisées avec du matériel anglais dès 1858. le chiffre d'affaire est alors de 2 millions de francs. - participe aux expositions de 1873 et 1878 sous le nom de gillou, fils et thorailler. - 1878, raison sociale gillou & fils la fabrique est reprise par leroy en 1907.;FRANCE;1814-49-55-1860-1867-450-80-22-1858-2-1873-1878-1878-1907;7921
GILLOU FILS & THORAILLER;une manufacture gillou est active depuis 1814, installée passage charles dallery à paris. en 1867, imprime à la planche (80 tables) et en mécanique jusque 22 couleurs. participe aux expositions de 1873 et 1878 sous le nom de gillou, fils et thorailler. la fabrique est reprise par leroy en 1907;;1814-1867-80-22-1873-1878-1907;2413
GIROUX ALPHONSE;;;;6695
GISQUET LOUIS;;;;5438
GLORGET PAUL;;;;2843
GOLIARD GUILLAUME;;FRANCE;;27
GONDOUIN JEHANNE;jehanne gondoin est la fille d'un des dirigeants de la manufacture de gien dans le dernier quart du 19e siècle. elle semble être connue pour ses décors d'oiseaux, femme ,#montagnon antoine : saint-léger-sur-dheune, 10 septembre 1838, nevers, 17 février 1910, nationalité : française ,#manufacture le bout du monde : cette manufacture a été fondée en 1648.;FRANCE;19-10-1838-17-1910-1648;7927
GOSSELIES;;;;1635
GOUJON JEAN;1510, ?, bologne,vers 1567;FRANCE;1510-1567;7929
GOUNOD CHARLES;paris, 1775, vitry-châtillon, 1843;FRANCE;1775-1843;6321
GRANDE TUILERIE DE BOURGOGNE;1861, 1967, en 1860, charles avril devient actionnaire de la tuilerie georges et compagnie située à montchanin et créée en 1858 puis en devient propriétaire quelques années plus tard. en 1879, il fonde la société anonyme de la grande tuilerie de bourgogne et développe rapidement un processus de fabrication et de manutention très mécanisé, en installant notamment des fours continus vers 1900. l'usine fusionne en 1938 avec la société des grandes tuileries bourguignonnes de chagny (société des grandes tuileries de bourgogne chagny-montchanin) elle-même absorbée par la société lambert frères en 1963. la tuilerie de montchanin ferme ses portes en 1967.;;1861-1967-1860-1858-1879-1900-1938-1963-1967;6925
GRANGER JEAN PIERRE;;;;5683
GRANTIL;- 1872, nouvelle usine achevée à châlons-sur-marne, la famille grandthille et soixante ménages ouvriers quitte montigny-les-metz.#- 1873, la manufacture emploi 180 personnes : 5 dessinateurs, 4 coloristes, 44 imprimeurs, 1 mécanicien, 126 ouvriers.#- 1876, raison sociale grantil père et ses fils.#- 1878, médaille d'argent à l'exposition universelle internationale de paris.#- 1885 raison sociale cité grantil jeune et cie.#- 1889, grantil jeune et cie médaille d'or à l'exposition universelle de paris avec un panneau ' verdure et roses trémières' de 64 couleurs.#- 1900, manufacture j. grantil présente le décor les ondines à l'exposition universelle de paris avec lequel elle obtient un grand prix.#- 1925, participation à l'exposition internationale des arts décoratifs, 'grande médaille d'or'.#- 1928, manufacture j. grantil dépose la marque papolea.#- 1937, mr pierre grantil est présent dans la liste des exposants du salon.#- 1940-1944, années d'occupation, on refait du papier peint à la planche à châlons-sur-marne.#- 1956, début d'une période de restructuration.#- novembre 1963 : grantil fusionne avec la société des papier peints de nancy pour devenir la s.a. des papiers peints grantil.#- 31 juillet 1969, déménagement de l'usine dans la zone industrielle de châlons et dépôt des dessins et collections aux archives départementales.#- 1999, intégration de l'usine au groupe européen balta.#- 2007, fusion avec ideco et création de grandeco wallfashion group.#- 2012, fermeture du site de châlons-en-champagne.;FRANCE;1872-1873-180-5-4-44-1-126-1876-1878-1885-1889-64-1900-1925-1928-1937-1940-1944-1956-1963-31-1969-1999-2007-2012;2607
GRANTIL JEUNE & CIE;;;;2679
GRASECK PAULUS;Strasbourg, maître en 1559, sénateur 1585-1586, 1592-1593, 1595-1596, 1599-1560, membre de la chambre des xxi 1603;ALLEMAGNE, STRASBOURG;1559-1585-1586-1592-1593-1595-1596-1599-1560-1603;7942
GRATRY MARGUERITE;;;;6841
GRAY CLAUD W;;;;2605
GREENAWAY KATE;;;;2597
GREGORJ GIOVANNI CARLO;?, 1797, ?, 1852#campiglia : ?, 1692, ?, 1775;ITALIE;1797-1852-1692-1775;5753
GROHE GUILLAUME;?, 1808, ?, 1885;;1808-1885;3774
GROHE JEAN MICHEL;?, 1804, ?, 1861 après;FRANCE;1804-1861;3280
GROS RENARD EDOUARD;;;;2681
GROULT ANDRE;;;;5497
GRUBER JACQUES;;;;5143
GRUE;;;;6980
GRUIN S A PAUL;lieu de fabrication : paris, nationalité : française, kuniyoshi : ?, 1797, ?, 1861, nationalité : japonaise;FRANCE,JAPON;1797-1861;2813
GRUNER LUDWIG;?, 1801, ?, 1882;ITALIE;1801-1882;5645
GSELL ALBERT JACQUES;?, 1867, ?, 1951;;1867-1951;341
GUERET DENIS DESIRE;?, 1828, ?, 1899, gueret o : ?, 1830, ?, 1902;FRANCE;1828-1899-1830-1902;4148
GUERET FRERES;;;;4156
GUERET ONESIME;;;;4160
GUERIN ELOI;?, 1714, ?, 1765, nationalité : française;FRANCE;1714-1765;1537
GUERIN PIERRE NARCISSE;;;;8089
GUERYCOLAS FERNAND;;;;6846
GUGLIELMI PAOLO;;;;5937
GUILLAUME J;actif au 19e siècle ,#maillot : ?, 1826, ?, 1888;FRANCE;19-1826-1888;6047
GUILLIBAUD JEAN BAPTISTE;;;;6985
GUILLOU;;FRANCE,CHANTILLY;;3006
GUILLOU LOUIS XI;?, 1745, orléans, 1822;FRANCE;1745-1822;2189
GUIMARD HECTOR;lyon, 1867, new york, 1942, elève de génuys et train à l'ecole nationale des arts décoratifs et de raulin à l'ecole des beaux-arts de paris qui sensibilisa guimard aux théories de viollet-le-duc. expose ses dessins et projets à la société des artistes français et à la société nationale. son style médiévisant (hôtels roszé et jassedé, école du sacré-coeur) devient linéaire, 'en coup de fouet', à la suite d'un voyage à bruxelles où il visite l'hôtel tassel de victor horta. le castel béranger (1898) illustre cette transition et le rend célèbre. dans un souci d'harmonie stylistique, guimard conçoit également les décors intérieurs (agencement, papiers peints, mobilier, vitraux, céramiques...). l'exemple le plus achevé est l'hôtel guimard construit en 1909. en 1899, guimard remporte le concours lancé par la cmp pour la construction des édicules et entrées de la première ligne de métro de paris, inaugurée à l'occasion de l'exposition universelle de 1900. son oeuvre fait scandale. les éléments en fonte de ces entrées de métro ont été coulés au val d'osne (haute-marne). adepte de la standardisation industrielle et soucieux de diffuser son style, il crée un grand nombre de modèles décoratifs rassemblés au sein d'un catalogue intitulé 'fontes artistiques pour constructions, fumisterie, jardins et sépultures - style moderne, leclerc et cie' édité par les fonderies de saint-dizier en 1907. guimard est considéré comme le maître de l'art nouveau en france ,#fonderies de saint-dizier (fonderie) : créées en 1876, par isidore leclerc, fabriquant de lits en fer et en fonte et de mobilier de jardin, elle est louée en 1877 à saleur jeune, membre d'une fratrie exerçant une activité métallurgique à osne-le-val. ce dernier se lance dans la production de fontes ornementales. en 1893, dans le cadre d'un projet de rachat de l'usine à édouard leclerc, saleur crée la société anonyme des fonderies de saint-dizier. l'entreprise reste cependant dans la famille leclerc jusqu'en 1916, date de sa prise de contrôle par la société des fonderies de bayard et chevillon appartenant à la famille chatel. entre 1903 et 1907, l'architecte hector guimard crée des modèles de serrurerie et décoratifs de style art nouveau qui sont édités en série par les fonderies de saint-dizier. ces objets ornent les immeubles conçus par guimard à paris et un certain nombre de maisons à saint-dizier et dans d'autres villes de france. plusieurs catalogues de saleur, leclerc et des fonderies de saint-dizier témoignent de l'évolution des productions de la société. en 2012, les fonderies de saint-dizier sont la propriété de pierre chatel, qui y développe une production liée à la voirie et l'assainissement.;FRANCE;1867-1942-1898-1909-1899-1900-1907-1876-1877-1893-1916-1903-1907-2012;6931
GUTIERREZ GENNARO;?, 1752, ?, 1799#campiglia : ?, 1692, ?, 1775;ITALIE;1752-1799-1692-1775;5913
GWATKIN ARTHUR LAWRENCE;;;;2851
H BELIGNE ET FILS;;;;7947
HAGRON P F;;;;265
HAJDU ETIENNE;turda, 1907, bagneux, 1996, nationalité : française;FRANCE;1907-1996;15
HALY JEAN BAPTISTE;emailleur actif à nevers vers 1771, nationalité : française;FRANCE;1771;7948
HANAPPIER ANTOINE VI;orléans, 1667, orléans, 1746;FRANCE;1667-1746;2175
HANAPPIER JACQUES VIII;orléans, 1704, orléans, 1768;FRANCE;1704-1768;2177
HANAPPIER PIERRE IX;orléans, 1706, orléans, 1777;FRANCE;1706-1777;2185
HANNONG BALTHAZAR;maastricht, 1739 # hannong paul : 1700 vers, strasbourg, 1760 # hannong  balthazar  : 1703, 1766;FRANCE, ALSACE, STRASBOURG;1739-1700-1760-1703-1766;7949
HANNONG CHARLES FRANÇOIS;;;;7949
HANNONG JOSEPH;?, 1734, ?, 1800;;1734-1800;7951
HANNONG PAUL;;;;7949
HAREL CELESTIN;;;;6815
HARLEUX JEAN BAPTISTE;orfèvre de 'petite partie' etabli 13 rue des greniers saint-lazare, nationalité : française;FRANCE;13;1521
HARTMANN RISLER & CIE;?, 1745, ?, 1809;;1745-1809;2545
HASSLAUER THEODORE;;;;7953
HAVAS;;;;168
HEBRARD;;;;7239
HEEMSKERCK MAERTEN JACOBSZ VAN;haarlem, 1498, haarlem, 1574;PAYS-BAS;1498-1574;6375
HEILINGOTTER ANTON;;;;254
HELLEU PAUL CESAR;;;;7583
HELMAN;;;;1723
HEMON CLAUDE;;;;8225
HENRY HIPPOLYTE;;;;2420
HERBINET MAURICE;;;;6927
HERITIER GENEVIEVE;;;;5516
HERRMANN GEORGES FILS;1890, 1976;;1890-1976;5550
HERSENT LOUIS;paris, 1777, ?, 1860#engelmann : mulhouse, 1788-08-17, mulhouse, 1839-04-25;FRANCE;1777-1860-1788-08-17-1839-04-25;5619
HESSE;;;;7954
HESSEN ALEXANDRE;;;;3166
HIROSHIGE UTAGAWA;;;;2655
HISETTE PIERRE;metz, 1786, metz, 1843;;1786-1843;7955
HIVER ARMAND;;FRANCE,NEVERS;;888
HOKUSAI KATSUSHIKA;;;;2655
HONNECOURT VILLARD DE;?, 13e siècle, ?, ?;FRANCE;13;6037
HOOCK FRERES;en 1865, création par reprise de délicourt, en 1867 : maison hoock frères médaille d'or à l'exposition universelle de paris, de 1868 à 1892 : adresse 167 et 169 rue de charenton, en 1873, médaille de progrès à vienne, en  1878 et 1889 médaille d'or aux expositions universelles à paris, fonds repris en 1893 par fausse & cie, puis en 1894 par buzin, nationalité : française;FRANCE;1865-1867-1868-1892-167-169-1873-1878-1889-1893-1894;2644
HOSHINA AKIKO;gunma, 1971, femme;;1971;7972
HUAUT;siegen (westphalie), 1577, anvers, 1640;BELGIQUE;1577-1640;4746
HUBERT ET DINAN;source velut 2004 : date de début d'activité de hubert à paris est inconnue. en 1790, manufacture installée boulevard du montparnasse, emploie une trentaine d'ouvrier - 1796 tentative de vente de son affaire - association à une date inconnue avec dinan. - hubert gestion quotidienne - dinan représentant envoyé en dehors de paris. - 1803 ouverture d'une procédure de faillite suite au déces brutal d'hubert.;;2004-1790-1796-1803;7973
HUET JEAN BAPTISTE;;;;2490
HUGO EMILE;strasbourg, 1805, strasbourg, 1860;;1805-1860;7974
HUGUENIN;- 1865 création par reprise de délicourt - 1867 : maison hoock frères médaille d'or à l'exposition universelle de paris - 1868 à 1892 : adresse 167 et 169 rue de charenton - 1873 médaille de progrès à vienne - 1878 et 1889 médaille d'or aux expositions universelles à paris - fonds repris en 1893 par fausse & cie, puis en 1894 par buzin, nationalité : française#librairie charles delagrave : ?, 1865, ?, 1995, 15 rue soufflot à paris;FRANCE;1865-1867-1868-1892-167-169-1873-1878-1889-1893-1894-1865-1995-15;7975
HUILLIER EUGENE;venu chez signoret pour installer un four au gaz de bois qui explosa aussitôt, eugène huillier, ingénieur, en vint à s'intéresser à la faïence. associé un temps avec signoret, pour qui il décorait des pièces, il s'installa à son compte vers 1867 au 19, rue de la porte du croux, (actuelle rue jean-rené-guyot), non loin du bout du monde. huillier n'avait que peu d'ouvriers : cavier, qui était tout à la fois tourneur, mouleur, chaufournier et manoeuvre, un peintre de fleurs, mme rasquin, et j.-b. billard, spécialiste de vases de jardin. il peignait lui-même la plupart de ses compositions, et était réputé pour ses flammés, des «décors à base d'oxydes métalliques que l'on arrive à faire colorer de façons variées ». il fabriquait ses terres et ses couleurs, dont le rouge. vers 1887, il transféra son atelier impasse de la grippe. il réalisa un bassin dans le genre de palissy et des fonds bleus. il mourut en 1888 et le matériel de son atelier fut racheté par antoine montagnon. (jean rosen - faïenceries françaises du grand-est) #ferney : peintre sur faïence à la manufacture du bout du monde sous la direction d'antoine montagnon#manufacture le bout du monde : cette manufacture a été fondée en 1648.;FRANCE;1867-19-1887-1888-1648;7976
IMBERTY JACQUES ANTOINE FELIX;;;;3151
IMLIN FRANÇOIS DANIEL;?, 1757, ?, 1827;;1757-1827;7978
INCONNU;;CHINE;;2956
INOUE MANJI;Arita, 1929;;1929;7979
ISENHEIM JEAN JACQUES;?, 1728, ?, 1797;;1728-1797;269
JACQUEMART;;FRANCE;;2399
JACQUEMART & BENARD;activité 1789-91- 1809;FRANCE;1789-91-1809;2548
JACQUEMART ET BENARD;activité 1789-91- 1809;FRANCE;1789-91-1809;2426
JACQUES LOUIS;;;;8088
JAPY & CIE;firent breveter en 1867 des cabinets de pendules, des échappements de montres et des movements de pendules. en 1892, un mouvement de montre à remontoir#franjus-raison-boyer : raison et boyer, paris, rue des fontaines, 1870 raison et boyer e. ancienne maison franjus, paris, 1880;;1867-1892-1870-1880;6799
JAPY FRERES & CIE;firent breveter en 1867 des cabinets de pendules, des échappements de montres et des mouvements de pendules. en 1892, un mouvement de montre à remontoir;;1867-1892;6789
JAQUEMOT GEORGES FRANÇOIS LOUIS;?, 1808, ?, 1880;FRANCE;1808-1880;5807
